Serial_number:,2012223,,,,,,
Project ID:,NCOS Hydrology Monitoring,,,,,,
Location:,Groundwater Well 12,,,,,,
LEVEL UNIT:,ft,,,,,,
Offset:,0.000000 ft,,,,,,
TEMPERATURE UNIT:, °C,,,,,,
,,,,,,,
Date,Time,Date & Time,TEMPERATURE (C),Conductivity (uS/cm),LEVEL (ft),WSE (ft),
4/27/2018,18:15,4/27/2018 18:15,14.8,,2.05,7.75,
4/27/2018,18:30,4/27/2018 18:30,14.8,,2.049,7.749,
4/27/2018,18:45,4/27/2018 18:45,14.8,,2.048,7.748,
4/27/2018,19:00,4/27/2018 19:00,14.8,,2.05,7.75,
4/27/2018,19:15,4/27/2018 19:15,14.8,,2.05,7.75,
4/27/2018,19:30,4/27/2018 19:30,14.8,,2.046,7.746,
4/27/2018,19:45,4/27/2018 19:45,14.8,,2.044,7.744,
4/27/2018,20:00,4/27/2018 20:00,14.8,,2.047,7.747,
4/27/2018,20:15,4/27/2018 20:15,14.8,,2.036,7.736,
4/27/2018,20:30,4/27/2018 20:30,14.8,,2.035,7.735,
4/27/2018,20:45,4/27/2018 20:45,14.8,,2.039,7.739,
4/27/2018,21:00,4/27/2018 21:00,14.8,,2.033,7.733,
4/27/2018,21:15,4/27/2018 21:15,14.8,,2.03,7.73,
4/27/2018,21:30,4/27/2018 21:30,14.8,,2.028,7.728,
4/27/2018,21:45,4/27/2018 21:45,14.8,,2.027,7.727,
4/27/2018,22:00,4/27/2018 22:00,14.8,,2.034,7.734,
4/27/2018,22:15,4/27/2018 22:15,14.8,,2.031,7.731,
4/27/2018,22:30,4/27/2018 22:30,14.8,,2.031,7.731,
4/27/2018,22:45,4/27/2018 22:45,14.8,,2.03,7.73,
4/27/2018,23:00,4/27/2018 23:00,14.8,,2.033,7.733,
4/27/2018,23:15,4/27/2018 23:15,14.8,,2.034,7.734,
4/27/2018,23:30,4/27/2018 23:30,14.8,,2.038,7.738,
4/27/2018,23:45,4/27/2018 23:45,14.8,,2.035,7.735,
4/28/2018,0:00,4/28/2018 0:00,14.8,,2.033,7.733,
4/28/2018,0:15,4/28/2018 0:15,14.8,,2.038,7.738,
4/28/2018,0:30,4/28/2018 0:30,14.8,,2.038,7.738,
4/28/2018,0:45,4/28/2018 0:45,14.8,,2.04,7.74,
4/28/2018,1:00,4/28/2018 1:00,14.8,,2.044,7.744,
4/28/2018,1:15,4/28/2018 1:15,14.8,,2.045,7.745,
4/28/2018,1:30,4/28/2018 1:30,14.8,,2.05,7.75,
4/28/2018,1:45,4/28/2018 1:45,14.8,,2.05,7.75,
4/28/2018,2:00,4/28/2018 2:00,14.8,,2.055,7.755,
4/28/2018,2:15,4/28/2018 2:15,14.8,,2.055,7.755,
4/28/2018,2:30,4/28/2018 2:30,14.8,,2.06,7.76,
4/28/2018,2:45,4/28/2018 2:45,14.8,,2.065,7.765,
4/28/2018,3:00,4/28/2018 3:00,14.8,,2.069,7.769,
4/28/2018,3:15,4/28/2018 3:15,14.8,,2.069,7.769,
4/28/2018,3:30,4/28/2018 3:30,14.8,,2.068,7.768,
4/28/2018,3:45,4/28/2018 3:45,14.8,,2.067,7.767,
4/28/2018,4:00,4/28/2018 4:00,14.8,,2.074,7.774,
4/28/2018,4:15,4/28/2018 4:15,14.8,,2.075,7.775,
4/28/2018,4:30,4/28/2018 4:30,14.8,,2.078,7.778,
4/28/2018,4:45,4/28/2018 4:45,14.8,,2.089,7.789,
4/28/2018,5:00,4/28/2018 5:00,14.8,,2.082,7.782,
4/28/2018,5:15,4/28/2018 5:15,14.8,,2.085,7.785,
4/28/2018,5:30,4/28/2018 5:30,14.8,,2.085,7.785,
4/28/2018,5:45,4/28/2018 5:45,14.8,,2.088,7.788,
4/28/2018,6:00,4/28/2018 6:00,14.8,,2.092,7.792,
4/28/2018,6:15,4/28/2018 6:15,14.8,,2.095,7.795,
4/28/2018,6:30,4/28/2018 6:30,14.8,,2.095,7.795,
4/28/2018,6:45,4/28/2018 6:45,14.8,,2.097,7.797,
4/28/2018,7:00,4/28/2018 7:00,14.8,,2.098,7.798,
4/28/2018,7:15,4/28/2018 7:15,14.8,,2.104,7.804,
4/28/2018,7:30,4/28/2018 7:30,14.8,,2.107,7.807,
4/28/2018,7:45,4/28/2018 7:45,14.8,,2.109,7.809,
4/28/2018,8:00,4/28/2018 8:00,14.8,,2.113,7.813,
4/28/2018,8:15,4/28/2018 8:15,14.8,,2.112,7.812,
4/28/2018,8:30,4/28/2018 8:30,14.8,,2.116,7.816,
4/28/2018,8:45,4/28/2018 8:45,14.8,,2.119,7.819,
4/28/2018,9:00,4/28/2018 9:00,14.8,,2.12,7.82,
4/28/2018,9:15,4/28/2018 9:15,14.8,,2.123,7.823,
4/28/2018,9:30,4/28/2018 9:30,14.8,,2.124,7.824,
4/28/2018,9:45,4/28/2018 9:45,14.8,,2.122,7.822,
4/28/2018,10:00,4/28/2018 10:00,14.8,,2.122,7.822,
4/28/2018,10:15,4/28/2018 10:15,14.9,,2.123,7.823,
4/28/2018,10:30,4/28/2018 10:30,14.9,,2.125,7.825,
4/28/2018,10:45,4/28/2018 10:45,14.9,,2.128,7.828,
4/28/2018,11:00,4/28/2018 11:00,14.9,,2.122,7.822,
4/28/2018,11:15,4/28/2018 11:15,14.9,,2.12,7.82,
4/28/2018,11:30,4/28/2018 11:30,14.9,,2.124,7.824,
4/28/2018,11:45,4/28/2018 11:45,14.9,,2.121,7.821,
4/28/2018,12:00,4/28/2018 12:00,14.9,,2.115,7.815,
4/28/2018,12:15,4/28/2018 12:15,14.9,,2.111,7.811,
4/28/2018,12:30,4/28/2018 12:30,14.9,,2.101,7.801,
4/28/2018,12:45,4/28/2018 12:45,14.9,,2.095,7.795,
4/28/2018,13:00,4/28/2018 13:00,14.9,,2.084,7.784,
4/28/2018,13:15,4/28/2018 13:15,14.9,,2.078,7.778,
4/28/2018,13:30,4/28/2018 13:30,14.9,,2.068,7.768,
4/28/2018,13:45,4/28/2018 13:45,14.9,,2.059,7.759,
4/28/2018,14:00,4/28/2018 14:00,14.9,,2.056,7.756,
4/28/2018,14:15,4/28/2018 14:15,14.9,,2.049,7.749,
4/28/2018,14:30,4/28/2018 14:30,14.9,,2.046,7.746,
4/28/2018,14:45,4/28/2018 14:45,14.9,,2.045,7.745,
4/28/2018,15:00,4/28/2018 15:00,14.9,,2.037,7.737,
4/28/2018,15:15,4/28/2018 15:15,14.9,,2.036,7.736,
4/28/2018,15:30,4/28/2018 15:30,14.9,,2.037,7.737,
4/28/2018,15:45,4/28/2018 15:45,14.9,,2.027,7.727,
4/28/2018,16:00,4/28/2018 16:00,14.9,,2.025,7.725,
4/28/2018,16:15,4/28/2018 16:15,14.9,,2.026,7.726,
4/28/2018,16:30,4/28/2018 16:30,14.9,,2.018,7.718,
4/28/2018,16:45,4/28/2018 16:45,14.9,,2.016,7.716,
4/28/2018,17:00,4/28/2018 17:00,14.9,,2.01,7.71,
4/28/2018,17:15,4/28/2018 17:15,14.9,,2.012,7.712,
4/28/2018,17:30,4/28/2018 17:30,14.9,,1.999,7.699,
4/28/2018,17:45,4/28/2018 17:45,14.9,,2,7.7,
4/28/2018,18:00,4/28/2018 18:00,14.9,,1.997,7.697,
4/28/2018,18:15,4/28/2018 18:15,14.9,,1.99,7.69,
4/28/2018,18:30,4/28/2018 18:30,14.9,,1.99,7.69,
4/28/2018,18:45,4/28/2018 18:45,14.9,,1.99,7.69,
4/28/2018,19:00,4/28/2018 19:00,14.9,,1.986,7.686,
4/28/2018,19:15,4/28/2018 19:15,14.9,,1.988,7.688,
4/28/2018,19:30,4/28/2018 19:30,14.9,,1.98,7.68,
4/28/2018,19:45,4/28/2018 19:45,14.9,,1.98,7.68,
4/28/2018,20:00,4/28/2018 20:00,14.9,,1.976,7.676,
4/28/2018,20:15,4/28/2018 20:15,14.9,,1.978,7.678,
4/28/2018,20:30,4/28/2018 20:30,14.9,,1.983,7.683,
4/28/2018,20:45,4/28/2018 20:45,14.9,,1.974,7.674,
4/28/2018,21:00,4/28/2018 21:00,14.9,,1.981,7.681,
4/28/2018,21:15,4/28/2018 21:15,14.9,,1.975,7.675,
4/28/2018,21:30,4/28/2018 21:30,14.9,,1.966,7.666,
4/28/2018,21:45,4/28/2018 21:45,14.9,,1.965,7.665,
4/28/2018,22:00,4/28/2018 22:00,14.9,,1.958,7.658,
4/28/2018,22:15,4/28/2018 22:15,14.9,,1.965,7.665,
4/28/2018,22:30,4/28/2018 22:30,14.9,,1.964,7.664,
4/28/2018,22:45,4/28/2018 22:45,14.9,,1.961,7.661,
4/28/2018,23:00,4/28/2018 23:00,14.9,,1.959,7.659,
4/28/2018,23:15,4/28/2018 23:15,14.9,,1.963,7.663,
4/28/2018,23:30,4/28/2018 23:30,14.9,,1.96,7.66,
4/28/2018,23:45,4/28/2018 23:45,14.9,,1.966,7.666,
4/29/2018,0:00,4/29/2018 0:00,14.9,,1.964,7.664,
4/29/2018,0:15,4/29/2018 0:15,14.9,,1.968,7.668,
4/29/2018,0:30,4/29/2018 0:30,14.9,,1.962,7.662,
4/29/2018,0:45,4/29/2018 0:45,14.9,,1.965,7.665,
4/29/2018,1:00,4/29/2018 1:00,14.9,,1.963,7.663,
4/29/2018,1:15,4/29/2018 1:15,14.9,,1.967,7.667,
4/29/2018,1:30,4/29/2018 1:30,14.9,,1.967,7.667,
4/29/2018,1:45,4/29/2018 1:45,14.9,,1.971,7.671,
4/29/2018,2:00,4/29/2018 2:00,14.9,,1.975,7.675,
4/29/2018,2:15,4/29/2018 2:15,14.9,,1.981,7.681,
4/29/2018,2:30,4/29/2018 2:30,14.9,,1.977,7.677,
4/29/2018,2:45,4/29/2018 2:45,14.9,,1.976,7.676,
4/29/2018,3:00,4/29/2018 3:00,14.9,,1.976,7.676,
4/29/2018,3:15,4/29/2018 3:15,14.9,,1.976,7.676,
4/29/2018,3:30,4/29/2018 3:30,14.9,,1.981,7.681,
4/29/2018,3:45,4/29/2018 3:45,14.9,,1.986,7.686,
4/29/2018,4:00,4/29/2018 4:00,14.9,,1.987,7.687,
4/29/2018,4:15,4/29/2018 4:15,14.9,,1.992,7.692,
4/29/2018,4:30,4/29/2018 4:30,14.9,,1.992,7.692,
4/29/2018,4:45,4/29/2018 4:45,14.9,,1.991,7.691,
4/29/2018,5:00,4/29/2018 5:00,14.9,,1.989,7.689,
4/29/2018,5:15,4/29/2018 5:15,14.9,,1.994,7.694,
4/29/2018,5:30,4/29/2018 5:30,14.9,,1.993,7.693,
4/29/2018,5:45,4/29/2018 5:45,14.9,,1.995,7.695,
4/29/2018,6:00,4/29/2018 6:00,14.9,,1.997,7.697,
4/29/2018,6:15,4/29/2018 6:15,14.9,,1.997,7.697,
4/29/2018,6:30,4/29/2018 6:30,14.9,,2.002,7.702,
4/29/2018,6:45,4/29/2018 6:45,14.9,,2,7.7,
4/29/2018,7:00,4/29/2018 7:00,14.9,,2.008,7.708,
4/29/2018,7:15,4/29/2018 7:15,14.9,,2.01,7.71,
4/29/2018,7:30,4/29/2018 7:30,14.9,,2.013,7.713,
4/29/2018,7:45,4/29/2018 7:45,14.9,,2.016,7.716,
4/29/2018,8:00,4/29/2018 8:00,14.9,,2.017,7.717,
4/29/2018,8:15,4/29/2018 8:15,14.9,,2.022,7.722,
4/29/2018,8:30,4/29/2018 8:30,14.9,,2.022,7.722,
4/29/2018,8:45,4/29/2018 8:45,14.9,,2.029,7.729,
4/29/2018,9:00,4/29/2018 9:00,14.9,,2.029,7.729,
4/29/2018,9:15,4/29/2018 9:15,14.9,,2.034,7.734,
4/29/2018,9:30,4/29/2018 9:30,14.9,,2.03,7.73,
4/29/2018,9:45,4/29/2018 9:45,14.9,,2.033,7.733,
4/29/2018,10:00,4/29/2018 10:00,14.9,,2.036,7.736,
4/29/2018,10:15,4/29/2018 10:15,14.9,,2.041,7.741,
4/29/2018,10:30,4/29/2018 10:30,14.9,,2.037,7.737,
4/29/2018,10:45,4/29/2018 10:45,14.9,,2.039,7.739,
4/29/2018,11:00,4/29/2018 11:00,14.9,,2.036,7.736,
4/29/2018,11:15,4/29/2018 11:15,14.9,,2.036,7.736,
4/29/2018,11:30,4/29/2018 11:30,14.9,,2.033,7.733,
4/29/2018,11:45,4/29/2018 11:45,14.9,,2.034,7.734,
4/29/2018,12:00,4/29/2018 12:00,14.9,,2.027,7.727,
4/29/2018,12:15,4/29/2018 12:15,14.9,,2.026,7.726,
4/29/2018,12:30,4/29/2018 12:30,14.9,,2.026,7.726,
4/29/2018,12:45,4/29/2018 12:45,14.9,,2.02,7.72,
4/29/2018,13:00,4/29/2018 13:00,14.9,,2.019,7.719,
4/29/2018,13:15,4/29/2018 13:15,14.9,,2.017,7.717,
4/29/2018,13:30,4/29/2018 13:30,14.9,,2.02,7.72,
4/29/2018,13:45,4/29/2018 13:45,14.9,,2.015,7.715,
4/29/2018,14:00,4/29/2018 14:00,14.9,,2.018,7.718,
4/29/2018,14:15,4/29/2018 14:15,14.9,,2.003,7.703,
4/29/2018,14:30,4/29/2018 14:30,14.9,,2.001,7.701,
4/29/2018,14:45,4/29/2018 14:45,14.9,,1.996,7.696,
4/29/2018,15:00,4/29/2018 15:00,14.9,,1.989,7.689,
4/29/2018,15:15,4/29/2018 15:15,14.9,,1.994,7.694,
4/29/2018,15:30,4/29/2018 15:30,14.9,,1.982,7.682,
4/29/2018,15:45,4/29/2018 15:45,14.9,,1.981,7.681,
4/29/2018,16:00,4/29/2018 16:00,15,,1.983,7.683,
4/29/2018,16:15,4/29/2018 16:15,15,,1.976,7.676,
4/29/2018,16:30,4/29/2018 16:30,15,,1.976,7.676,
4/29/2018,16:45,4/29/2018 16:45,15,,1.976,7.676,
4/29/2018,17:00,4/29/2018 17:00,15,,1.973,7.673,
4/29/2018,17:15,4/29/2018 17:15,15,,1.969,7.669,
4/29/2018,17:30,4/29/2018 17:30,15,,1.967,7.667,
4/29/2018,17:45,4/29/2018 17:45,15,,1.965,7.665,
4/29/2018,18:00,4/29/2018 18:00,15,,1.965,7.665,
4/29/2018,18:15,4/29/2018 18:15,15,,1.963,7.663,
4/29/2018,18:30,4/29/2018 18:30,15,,1.957,7.657,
4/29/2018,18:45,4/29/2018 18:45,15,,1.959,7.659,
4/29/2018,19:00,4/29/2018 19:00,15,,1.958,7.658,
4/29/2018,19:15,4/29/2018 19:15,15,,1.957,7.657,
4/29/2018,19:30,4/29/2018 19:30,15,,1.951,7.651,
4/29/2018,19:45,4/29/2018 19:45,15,,1.954,7.654,
4/29/2018,20:00,4/29/2018 20:00,15,,1.946,7.646,
4/29/2018,20:15,4/29/2018 20:15,15,,1.948,7.648,
4/29/2018,20:30,4/29/2018 20:30,15,,1.946,7.646,
4/29/2018,20:45,4/29/2018 20:45,15,,1.945,7.645,
4/29/2018,21:00,4/29/2018 21:00,15,,1.946,7.646,
4/29/2018,21:15,4/29/2018 21:15,15,,1.94,7.64,
4/29/2018,21:30,4/29/2018 21:30,15,,1.944,7.644,
4/29/2018,21:45,4/29/2018 21:45,15,,1.942,7.642,
4/29/2018,22:00,4/29/2018 22:00,15,,1.947,7.647,
4/29/2018,22:15,4/29/2018 22:15,15,,1.947,7.647,
4/29/2018,22:30,4/29/2018 22:30,15,,1.948,7.648,
4/29/2018,22:45,4/29/2018 22:45,15,,1.95,7.65,
4/29/2018,23:00,4/29/2018 23:00,15,,1.947,7.647,
4/29/2018,23:15,4/29/2018 23:15,15,,1.95,7.65,
4/29/2018,23:30,4/29/2018 23:30,15,,1.954,7.654,
4/29/2018,23:45,4/29/2018 23:45,15,,1.956,7.656,
4/30/2018,0:00,4/30/2018 0:00,15,,1.957,7.657,
4/30/2018,0:15,4/30/2018 0:15,15,,1.963,7.663,
4/30/2018,0:30,4/30/2018 0:30,15,,1.964,7.664,
4/30/2018,0:45,4/30/2018 0:45,15,,1.967,7.667,
4/30/2018,1:00,4/30/2018 1:00,15,,1.962,7.662,
4/30/2018,1:15,4/30/2018 1:15,15,,1.972,7.672,
4/30/2018,1:30,4/30/2018 1:30,15,,1.97,7.67,
4/30/2018,1:45,4/30/2018 1:45,15,,1.972,7.672,
4/30/2018,2:00,4/30/2018 2:00,15,,1.971,7.671,
4/30/2018,2:15,4/30/2018 2:15,15,,1.979,7.679,
4/30/2018,2:30,4/30/2018 2:30,15,,1.98,7.68,
4/30/2018,2:45,4/30/2018 2:45,15,,1.981,7.681,
4/30/2018,3:00,4/30/2018 3:00,15,,1.984,7.684,
4/30/2018,3:15,4/30/2018 3:15,15,,1.985,7.685,
4/30/2018,3:30,4/30/2018 3:30,15,,1.986,7.686,
4/30/2018,3:45,4/30/2018 3:45,15,,1.991,7.691,
4/30/2018,4:00,4/30/2018 4:00,15,,1.993,7.693,
4/30/2018,4:15,4/30/2018 4:15,15,,1.995,7.695,
4/30/2018,4:30,4/30/2018 4:30,15,,1.995,7.695,
4/30/2018,4:45,4/30/2018 4:45,15,,2,7.7,
4/30/2018,5:00,4/30/2018 5:00,15,,2.001,7.701,
4/30/2018,5:15,4/30/2018 5:15,15,,2.001,7.701,
4/30/2018,5:30,4/30/2018 5:30,15,,2,7.7,
4/30/2018,5:45,4/30/2018 5:45,15,,2.004,7.704,
4/30/2018,6:00,4/30/2018 6:00,15,,2.007,7.707,
4/30/2018,6:15,4/30/2018 6:15,15,,2.008,7.708,
4/30/2018,6:30,4/30/2018 6:30,15,,2.015,7.715,
4/30/2018,6:45,4/30/2018 6:45,15,,2.013,7.713,
4/30/2018,7:00,4/30/2018 7:00,15,,2.015,7.715,
4/30/2018,7:15,4/30/2018 7:15,15,,2.022,7.722,
4/30/2018,7:30,4/30/2018 7:30,15,,2.021,7.721,
4/30/2018,7:45,4/30/2018 7:45,15,,2.026,7.726,
4/30/2018,8:00,4/30/2018 8:00,15,,2.031,7.731,
4/30/2018,8:15,4/30/2018 8:15,15,,2.033,7.733,
4/30/2018,8:30,4/30/2018 8:30,15,,2.038,7.738,
4/30/2018,8:45,4/30/2018 8:45,15,,2.035,7.735,
4/30/2018,9:00,4/30/2018 9:00,15,,2.038,7.738,
4/30/2018,9:15,4/30/2018 9:15,15,,2.04,7.74,
4/30/2018,9:30,4/30/2018 9:30,15,,2.04,7.74,
4/30/2018,9:45,4/30/2018 9:45,15,,2.038,7.738,
4/30/2018,10:00,4/30/2018 10:00,15,,2.045,7.745,
4/30/2018,10:15,4/30/2018 10:15,15,,2.043,7.743,
4/30/2018,10:30,4/30/2018 10:30,15,,2.047,7.747,
4/30/2018,10:45,4/30/2018 10:45,15,,2.046,7.746,
4/30/2018,11:00,4/30/2018 11:00,15,,2.042,7.742,
4/30/2018,11:15,4/30/2018 11:15,15,,2.045,7.745,
4/30/2018,11:30,4/30/2018 11:30,15,,2.041,7.741,
4/30/2018,11:45,4/30/2018 11:45,15,,2.036,7.736,
4/30/2018,12:00,4/30/2018 12:00,15,,2.039,7.739,
4/30/2018,12:15,4/30/2018 12:15,15,,2.039,7.739,
4/30/2018,12:30,4/30/2018 12:30,15,,2.038,7.738,
4/30/2018,12:45,4/30/2018 12:45,15,,2.042,7.742,
4/30/2018,13:00,4/30/2018 13:00,15,,2.036,7.736,
4/30/2018,13:15,4/30/2018 13:15,15,,2.033,7.733,
4/30/2018,13:30,4/30/2018 13:30,15,,2.036,7.736,
4/30/2018,13:45,4/30/2018 13:45,15,,2.032,7.732,
4/30/2018,14:00,4/30/2018 14:00,15,,2.032,7.732,
4/30/2018,14:15,4/30/2018 14:15,15,,2.031,7.731,
4/30/2018,14:30,4/30/2018 14:30,15,,2.022,7.722,
4/30/2018,14:45,4/30/2018 14:45,15,,2.016,7.716,
4/30/2018,15:00,4/30/2018 15:00,15,,2.017,7.717,
4/30/2018,15:15,4/30/2018 15:15,15,,2.017,7.717,
4/30/2018,15:30,4/30/2018 15:30,15,,2.006,7.706,
4/30/2018,15:45,4/30/2018 15:45,15,,2.004,7.704,
4/30/2018,16:00,4/30/2018 16:00,15,,1.99,7.69,
4/30/2018,16:15,4/30/2018 16:15,15,,1.994,7.694,
4/30/2018,16:30,4/30/2018 16:30,15,,1.983,7.683,
4/30/2018,16:45,4/30/2018 16:45,15,,1.978,7.678,
4/30/2018,17:00,4/30/2018 17:00,15,,1.971,7.671,
4/30/2018,17:15,4/30/2018 17:15,15.1,,1.975,7.675,
4/30/2018,17:30,4/30/2018 17:30,15.1,,1.972,7.672,
4/30/2018,17:45,4/30/2018 17:45,15.1,,1.967,7.667,
4/30/2018,18:00,4/30/2018 18:00,15.1,,1.964,7.664,
4/30/2018,18:15,4/30/2018 18:15,15.1,,1.963,7.663,
4/30/2018,18:30,4/30/2018 18:30,15.1,,1.96,7.66,
4/30/2018,18:45,4/30/2018 18:45,15.1,,1.962,7.662,
4/30/2018,19:00,4/30/2018 19:00,15.1,,1.962,7.662,
4/30/2018,19:15,4/30/2018 19:15,15.1,,1.957,7.657,
4/30/2018,19:30,4/30/2018 19:30,15.1,,1.957,7.657,
4/30/2018,19:45,4/30/2018 19:45,15.1,,1.958,7.658,
4/30/2018,20:00,4/30/2018 20:00,15.1,,1.961,7.661,
4/30/2018,20:15,4/30/2018 20:15,15.1,,1.954,7.654,
4/30/2018,20:30,4/30/2018 20:30,15.1,,1.951,7.651,
4/30/2018,20:45,4/30/2018 20:45,15.1,,1.955,7.655,
4/30/2018,21:00,4/30/2018 21:00,15.1,,1.949,7.649,
4/30/2018,21:15,4/30/2018 21:15,15.1,,1.951,7.651,
4/30/2018,21:30,4/30/2018 21:30,15.1,,1.953,7.653,
4/30/2018,21:45,4/30/2018 21:45,15.1,,1.948,7.648,
4/30/2018,22:00,4/30/2018 22:00,15.1,,1.951,7.651,
4/30/2018,22:15,4/30/2018 22:15,15.1,,1.947,7.647,
4/30/2018,22:30,4/30/2018 22:30,15.1,,1.952,7.652,
4/30/2018,22:45,4/30/2018 22:45,15.1,,1.958,7.658,
4/30/2018,23:00,4/30/2018 23:00,15.1,,1.956,7.656,
4/30/2018,23:15,4/30/2018 23:15,15.1,,1.959,7.659,
4/30/2018,23:30,4/30/2018 23:30,15.1,,1.961,7.661,
4/30/2018,23:45,4/30/2018 23:45,15.1,,1.964,7.664,
5/1/2018,0:00,5/1/2018 0:00,15.1,,1.967,7.667,
5/1/2018,0:15,5/1/2018 0:15,15.1,,1.976,7.676,
5/1/2018,0:30,5/1/2018 0:30,15.1,,1.973,7.673,
5/1/2018,0:45,5/1/2018 0:45,15.1,,1.976,7.676,
5/1/2018,1:00,5/1/2018 1:00,15.1,,1.982,7.682,
5/1/2018,1:15,5/1/2018 1:15,15.1,,1.984,7.684,
5/1/2018,1:30,5/1/2018 1:30,15.1,,1.987,7.687,
5/1/2018,1:45,5/1/2018 1:45,15.1,,1.994,7.694,
5/1/2018,2:00,5/1/2018 2:00,15.1,,1.992,7.692,
5/1/2018,2:15,5/1/2018 2:15,15.1,,1.996,7.696,
5/1/2018,2:30,5/1/2018 2:30,15.1,,1.996,7.696,
5/1/2018,2:45,5/1/2018 2:45,15.1,,1.997,7.697,
5/1/2018,3:00,5/1/2018 3:00,15.1,,2.003,7.703,
5/1/2018,3:15,5/1/2018 3:15,15.1,,2.004,7.704,
5/1/2018,3:30,5/1/2018 3:30,15.1,,2.003,7.703,
5/1/2018,3:45,5/1/2018 3:45,15.1,,2.01,7.71,
5/1/2018,4:00,5/1/2018 4:00,15.1,,2.008,7.708,
5/1/2018,4:15,5/1/2018 4:15,15.1,,2.012,7.712,
5/1/2018,4:30,5/1/2018 4:30,15.1,,2.012,7.712,
5/1/2018,4:45,5/1/2018 4:45,15.1,,2.017,7.717,
5/1/2018,5:00,5/1/2018 5:00,15.1,,2.02,7.72,
5/1/2018,5:15,5/1/2018 5:15,15.1,,2.022,7.722,
5/1/2018,5:30,5/1/2018 5:30,15.1,,2.026,7.726,
5/1/2018,5:45,5/1/2018 5:45,15.1,,2.029,7.729,
5/1/2018,6:00,5/1/2018 6:00,15.1,,2.028,7.728,
5/1/2018,6:15,5/1/2018 6:15,15.1,,2.033,7.733,
5/1/2018,6:30,5/1/2018 6:30,15.1,,2.033,7.733,
5/1/2018,6:45,5/1/2018 6:45,15.1,,2.034,7.734,
5/1/2018,7:00,5/1/2018 7:00,15.1,,2.039,7.739,
5/1/2018,7:15,5/1/2018 7:15,15.1,,2.039,7.739,
5/1/2018,7:30,5/1/2018 7:30,15.1,,2.04,7.74,
5/1/2018,7:45,5/1/2018 7:45,15.1,,2.045,7.745,
5/1/2018,8:00,5/1/2018 8:00,15.1,,2.048,7.748,
5/1/2018,8:15,5/1/2018 8:15,15.1,,2.051,7.751,
5/1/2018,8:30,5/1/2018 8:30,15.1,,2.055,7.755,
5/1/2018,8:45,5/1/2018 8:45,15.1,,2.055,7.755,
5/1/2018,9:00,5/1/2018 9:00,15.1,,2.061,7.761,
5/1/2018,9:15,5/1/2018 9:15,15.1,,2.065,7.765,
5/1/2018,9:30,5/1/2018 9:30,15.1,,2.072,7.772,
5/1/2018,9:45,5/1/2018 9:45,15.1,,2.07,7.77,
5/1/2018,10:00,5/1/2018 10:00,15.1,,2.071,7.771,
5/1/2018,10:15,5/1/2018 10:15,15.1,,2.07,7.77,
5/1/2018,10:30,5/1/2018 10:30,15.1,,2.067,7.767,
5/1/2018,10:45,5/1/2018 10:45,15.1,,2.069,7.769,
5/1/2018,11:00,5/1/2018 11:00,15.1,,2.063,7.763,
5/1/2018,11:15,5/1/2018 11:15,15.1,,2.062,7.762,
5/1/2018,11:30,5/1/2018 11:30,15.1,,2.059,7.759,
5/1/2018,11:45,5/1/2018 11:45,15.1,,2.054,7.754,
5/1/2018,12:00,5/1/2018 12:00,15.1,,2.053,7.753,
5/1/2018,12:15,5/1/2018 12:15,15.1,,2.058,7.758,
5/1/2018,12:30,5/1/2018 12:30,15.1,,2.054,7.754,
5/1/2018,12:45,5/1/2018 12:45,15.1,,2.054,7.754,
5/1/2018,13:00,5/1/2018 13:00,15.1,,2.056,7.756,
5/1/2018,13:15,5/1/2018 13:15,15.1,,2.057,7.757,
5/1/2018,13:30,5/1/2018 13:30,15.1,,2.057,7.757,
5/1/2018,13:45,5/1/2018 13:45,15.1,,2.054,7.754,
5/1/2018,14:00,5/1/2018 14:00,15.1,,2.051,7.751,
5/1/2018,14:15,5/1/2018 14:15,15.1,,2.049,7.749,
5/1/2018,14:30,5/1/2018 14:30,15.1,,2.044,7.744,
5/1/2018,14:45,5/1/2018 14:45,15.1,,2.041,7.741,
5/1/2018,15:00,5/1/2018 15:00,15.1,,2.04,7.74,
5/1/2018,15:15,5/1/2018 15:15,15.1,,2.038,7.738,
5/1/2018,15:30,5/1/2018 15:30,15.1,,2.033,7.733,
5/1/2018,15:45,5/1/2018 15:45,15.1,,2.026,7.726,
5/1/2018,16:00,5/1/2018 16:00,15.1,,2.023,7.723,
5/1/2018,16:15,5/1/2018 16:15,15.1,,2.022,7.722,
5/1/2018,16:30,5/1/2018 16:30,15.1,,2.047,7.747,
5/1/2018,16:45,5/1/2018 16:45,15.1,,2.106,7.806,
5/1/2018,17:00,5/1/2018 17:00,15.1,,2.149,7.849,
5/1/2018,17:15,5/1/2018 17:15,15.1,,2.202,7.902,
5/1/2018,17:30,5/1/2018 17:30,15.1,,2.272,7.972,
5/1/2018,17:45,5/1/2018 17:45,15.1,,2.319,8.019,
5/1/2018,18:00,5/1/2018 18:00,15.1,,2.336,8.036,
5/1/2018,18:15,5/1/2018 18:15,15.1,,2.342,8.042,
5/1/2018,18:30,5/1/2018 18:30,15.1,,2.338,8.038,
5/1/2018,18:45,5/1/2018 18:45,15.1,,2.336,8.036,
5/1/2018,19:00,5/1/2018 19:00,15.1,,2.33,8.03,
5/1/2018,19:15,5/1/2018 19:15,15.1,,2.322,8.022,
